ubuntu-upstart,libcomerr2,1.42.9-3ubuntu1.3,deb
ubuntu-upstart,libdb5.3,5.3.28-3ubuntu3,deb
ubuntu-upstart,libdbus-1-3,1.6.18-0ubuntu4.3,deb
ubuntu-upstart,libdebconfclient0,0.187ubuntu1,deb
ubuntu-upstart,libdevmapper1.02.1,2:1.02.77-6ubuntu2,deb
ubuntu-upstart,libdrm2,2.4.60-2~ubuntu14.04.1,deb
ubuntu-upstart,libedit2,3.1-20130712-2,deb
ubuntu-upstart,libestr0,0.1.9-0ubuntu2,deb
ubuntu-upstart,libexpat1,2.1.0-4ubuntu1.1,deb
ubuntu-upstart,libffi6,3.1~rc1+r3.0.13-12ubuntu0.1,deb
ubuntu-upstart,libfribidi0,0.19.6-1,deb
ubuntu-upstart,libgcc1,1:4.9.3-0ubuntu4,deb
ubuntu-upstart,libgcrypt11,1.5.3-2ubuntu4.2,deb
ubuntu-upstart,libgdbm3,1.8.3-12build1,deb
ubuntu-upstart,libgnutls-openssl27,2.12.23-12ubuntu2.4,deb
ubuntu-upstart,libgnutls26,2.12.23-12ubuntu2.4,deb
ubuntu-upstart,libgpg-error0,1.12-0.2ubuntu1,deb
ubuntu-upstart,libgssapi-krb5-2,1.12+dfsg-2ubuntu5.2,deb
ubuntu-upstart,libidn11,1.28-1ubuntu2,deb
ubuntu-upstart,libjson-c2,0.11-3ubuntu1.2,deb
ubuntu-upstart,libjson0,0.11-3ubuntu1.2,deb
ubuntu-upstart,libk5crypto3,1.12+dfsg-2ubuntu5.2,deb
ubuntu-upstart,libkeyutils1,1.5.6-1,deb
ubuntu-upstart,libklibc,2.0.3-0ubuntu1,deb
ubuntu-upstart,libkmod2,15-0ubuntu6,deb
ubuntu-upstart,libkrb5-3,1.12+dfsg-2ubuntu5.2,deb
ubuntu-upstart,libkrb5support0,1.12+dfsg-2ubuntu5.2,deb
ubuntu-upstart,liblocale-gettext-perl,1.05-7build3,deb
ubuntu-upstart,liblockfile-bin,1.09-6ubuntu1,deb
ubuntu-upstart,liblockfile1,1.09-6ubuntu1,deb
ubuntu-upstart,liblog-message-simple-perl,0.10-1,deb
ubuntu-upstart,liblzma5,5.1.1alpha+20120614-2ubuntu2,deb
ubuntu-upstart,libmagic1,1:5.14-2ubuntu3.3,deb
ubuntu-upstart,libmodule-pluggable-perl,5.1-1,deb
ubuntu-upstart,libmount1,2.20.1-5.1ubuntu20.7,deb
ubuntu-upstart,libmpdec2,2.4.0-6,deb
ubuntu-upstart,libncurses5,5.9+20140118-1ubuntu1,deb
ubuntu-upstart,libncursesw5,5.9+20140118-1ubuntu1,deb
ubuntu-upstart,libnewt0.52,0.52.15-2ubuntu5,deb
ubuntu-upstart,libnih-dbus1,1.0.3-4ubuntu25,deb
ubuntu-upstart,libnih1,1.0.3-4ubuntu25,deb
ubuntu-upstart,libp11-kit0,0.20.2-2ubuntu2,deb
ubuntu-upstart,libpam-cap,1:2.24-0ubuntu2,deb
ubuntu-upstart,libpam-modules,1.1.8-1ubuntu2,deb
ubuntu-upstart,libpam-modules-bin,1.1.8-1ubuntu2,deb
ubuntu-upstart,libpam-runtime,1.1.8-1ubuntu2,deb
ubuntu-upstart,libpam0g,1.1.8-1ubuntu2,deb
ubuntu-upstart,libpcre3,1:8.31-2ubuntu2.1,deb
ubuntu-upstart,libplymouth2,0.8.8-0ubuntu17.1,deb
ubuntu-upstart,libpng12-0,1.2.50-1ubuntu2.14.04.2,deb
ubuntu-upstart,libpod-latex-perl,0.61-1,deb
ubuntu-upstart,libpopt0,1.16-8ubuntu1,deb
ubuntu-upstart,libprocps3,1:3.3.9-1ubuntu2.2,deb
ubuntu-upstart,libpython-stdlib,2.7.5-5ubuntu3,deb
ubuntu-upstart,libpython2.7-minimal,2.7.6-8ubuntu0.2,deb
ubuntu-upstart,libpython2.7-stdlib,2.7.6-8ubuntu0.2,deb
ubuntu-upstart,libpython3-stdlib,3.4.0-0ubuntu2,deb
ubuntu-upstart,libpython3.4-minimal,3.4.3-1ubuntu1~14.04.3,deb
ubuntu-upstart,libpython3.4-stdlib,3.4.3-1ubuntu1~14.04.3,deb
ubuntu-upstart,libreadline6,6.3-4ubuntu2,deb
ubuntu-upstart,libselinux1,2.2.2-1ubuntu0.1,deb
ubuntu-upstart,libsemanage-common,2.2-1,deb
ubuntu-upstart,libsemanage1,2.2-1,deb
ubuntu-upstart,libsepol1,2.2-1ubuntu0.1,deb
ubuntu-upstart,libslang2,2.2.4-15ubuntu1,deb
ubuntu-upstart,libsqlite3-0,3.8.2-1ubuntu2.1,deb
ubuntu-upstart,libss2,1.42.9-3ubuntu1.3,deb
ubuntu-upstart,libssl1.0.0,1.0.1f-1ubuntu2.16,deb
ubuntu-upstart,libstdc++6,4.8.4-2ubuntu1~14.04,deb
ubuntu-upstart,libtasn1-6,3.4-3ubuntu0.3,deb
ubuntu-upstart,libterm-ui-perl,0.42-1,deb
ubuntu-upstart,libtext-charwidth-perl,0.04-7build3,deb
ubuntu-upstart,libtext-iconv-perl,1.7-5build2,deb
ubuntu-upstart,libtext-soundex-perl,3.4-1build1,deb
ubuntu-upstart,libtext-wrapi18n-perl,0.06-7,deb
ubuntu-upstart,libtinfo5,5.9+20140118-1ubuntu1,deb
ubuntu-upstart,libudev1,204-5ubuntu20.15,deb
ubuntu-upstart,libusb-0.1-4,2:0.1.12-23.3ubuntu1,deb
ubuntu-upstart,libustr-1.0-1,1.0.4-3ubuntu2,deb
ubuntu-upstart,libuuid1,2.20.1-5.1ubuntu20.7,deb
ubuntu-upstart,libwrap0,7.6.q-25,deb
ubuntu-upstart,libx11-6,2:1.6.2-1ubuntu2,deb
ubuntu-upstart,libx11-data,2:1.6.2-1ubuntu2,deb
ubuntu-upstart,libxau6,1:1.0.8-1,deb
ubuntu-upstart,libxcb1,1.10-2ubuntu1,deb
ubuntu-upstart,libxdmcp6,1:1.1.1-1,deb
ubuntu-upstart,libxext6,2:1.3.2-1ubuntu0.0.14.04.1,deb
ubuntu-upstart,libxmuu1,2:1.1.1-1,deb
ubuntu-upstart,locales,2.13+git20120306-12.1,deb
ubuntu-upstart,lockfile-progs,0.1.17,deb
ubuntu-upstart,login,1:4.1.5.1-1ubuntu9.1,deb
ubuntu-upstart,logrotate,3.8.7-1ubuntu1,deb
ubuntu-upstart,lsb-base,4.1+Debian11ubuntu6,deb
ubuntu-upstart,lsb-release,4.1+Debian11ubuntu6,deb
ubuntu-upstart,makedev,2.3.1-93ubuntu1,deb
ubuntu-upstart,mawk,1.3.3-17ubuntu2,deb
ubuntu-upstart,mime-support,3.54ubuntu1.1,deb
ubuntu-upstart,module-init-tools,15-0ubuntu6,deb
ubuntu-upstart,mount,2.20.1-5.1ubuntu20.7,deb
ubuntu-upstart,mountall,2.53,deb
ubuntu-upstart,multiarch-support,2.19-0ubuntu6.6,deb
ubuntu-upstart,ncurses-base,5.9+20140118-1ubuntu1,deb
ubuntu-upstart,ncurses-bin,5.9+20140118-1ubuntu1,deb
ubuntu-upstart,ncurses-term,5.9+20140118-1ubuntu1,deb
ubuntu-upstart,net-tools,1.60-25ubuntu2.1,deb
ubuntu-upstart,netbase,5.2,deb
ubuntu-upstart,netcat-openbsd,1.105-7ubuntu1,deb
ubuntu-upstart,ntpdate,1:4.2.6.p5+dfsg-3ubuntu2.14.04.6,deb
ubuntu-upstart,openssh-client,1:6.6p1-2ubuntu2.4,deb
ubuntu-upstart,openssh-server,1:6.6p1-2ubuntu2.4,deb
ubuntu-upstart,openssh-sftp-server,1:6.6p1-2ubuntu2.4,deb
ubuntu-upstart,openssl,1.0.1f-1ubuntu2.16,deb
ubuntu-upstart,passwd,1:4.1.5.1-1ubuntu9.1,deb
ubuntu-upstart,perl,5.18.2-2ubuntu1,deb
ubuntu-upstart,perl-base,5.18.2-2ubuntu1,deb
ubuntu-upstart,perl-modules,5.18.2-2ubuntu1,deb
ubuntu-upstart,plymouth,0.8.8-0ubuntu17.1,deb
ubuntu-upstart,procps,1:3.3.9-1ubuntu2.2,deb
ubuntu-upstart,python,2.7.5-5ubuntu3,deb
ubuntu-upstart,python,2.7.6,binary
ubuntu-upstart,python,3.4.3,binary
ubuntu-upstart,python-chardet,2.0.1-2build2,deb
ubuntu-upstart,python-minimal,2.7.5-5ubuntu3,deb
ubuntu-upstart,python-requests,2.2.1-1ubuntu0.3,deb
ubuntu-upstart,python-six,1.5.2-1ubuntu1,deb
ubuntu-upstart,python-urllib3,1.7.1-1ubuntu4,deb
ubuntu-upstart,python2.7,2.7.6-8ubuntu0.2,deb
ubuntu-upstart,python2.7-minimal,2.7.6-8ubuntu0.2,deb
ubuntu-upstart,python3,3.4.0-0ubuntu2,deb
ubuntu-upstart,python3-minimal,3.4.0-0ubuntu2,deb
ubuntu-upstart,python3.4,3.4.3-1ubuntu1~14.04.3,deb
ubuntu-upstart,python3.4-minimal,3.4.3-1ubuntu1~14.04.3,deb
ubuntu-upstart,readline-common,6.3-4ubuntu2,deb
ubuntu-upstart,requests,2.2.1,python
ubuntu-upstart,resolvconf,1.69ubuntu1.1,deb
ubuntu-upstart,rsyslog,7.4.4-1ubuntu2.6,deb
ubuntu-upstart,sed,4.2.2-4ubuntu1,deb
ubuntu-upstart,sensible-utils,0.0.9,deb
ubuntu-upstart,six,1.5.2,python
ubuntu-upstart,ssh,1:6.6p1-2ubuntu2.4,deb
ubuntu-upstart,ssh-import-id,3.21,python
ubuntu-upstart,ssh-import-id,3.21-0ubuntu1,deb
ubuntu-upstart,sudo,1.8.9p5-1ubuntu1.2,deb
ubuntu-upstart,sysv-rc,2.88dsf-41ubuntu6.2,deb
ubuntu-upstart,sysvinit-utils,2.88dsf-41ubuntu6.2,deb
ubuntu-upstart,tar,1.27.1-1,deb
ubuntu-upstart,tcpd,7.6.q-25,deb
ubuntu-upstart,tzdata,2015g-0ubuntu0.14.04,deb
ubuntu-upstart,ubuntu-keyring,2012.05.19,deb
ubuntu-upstart,ubuntu-minimal,1.325,deb
ubuntu-upstart,ucf,3.0027+nmu1,deb
ubuntu-upstart,udev,204-5ubuntu20.15,deb
ubuntu-upstart,upstart,1.12.1-0ubuntu4.2,deb
ubuntu-upstart,ureadahead,0.100.0-16,deb
ubuntu-upstart,urllib3,1.7.1,python
ubuntu-upstart,util-linux,2.20.1-5.1ubuntu20.7,deb
ubuntu-upstart,vim-common,2:7.4.052-1ubuntu3,deb
ubuntu-upstart,vim-tiny,2:7.4.052-1ubuntu3,deb
ubuntu-upstart,wget,1.15-1ubuntu1.14.04.1,deb
ubuntu-upstart,whiptail,0.52.15-2ubuntu5,deb
ubuntu-upstart,wsgiref,0.1.2,python
ubuntu-upstart,xauth,1:1.0.7-1ubuntu1,deb
ubuntu-upstart,xkb-data,2.10.1-1ubuntu1,deb
ubuntu-upstart,zlib1g,1:1.2.8.dfsg-1ubuntu1,deb
iojs,abbrev,1.0.7,npm
iojs,acl,2.2.52-2,deb
iojs,adduser,3.113+nmu3,deb
iojs,ansi,0.3.0,npm
iojs,ansi-regex,1.1.1,npm
iojs,ansi-regex,2.0.0,npm
iojs,ansi-regex,2.0.0,npm
iojs,ansi-styles,2.1.0,npm
iojs,ansicolors,0.3.2,npm
iojs,ansistyles,0.1.3,npm
iojs,apt,1.0.9.8.4,deb
iojs,archy,1.0.0,npm
iojs,are-we-there-yet,1.0.4,npm
iojs,argparse,1.2.1,python
iojs,array-index,0.1.1,npm
iojs,asap,2.0.3,npm
iojs,asn1,0.1.11,npm
iojs,assert-plus,0.1.5,npm
iojs,async,1.4.0,npm
iojs,async-some,1.0.2,npm
iojs,autoconf,2.69-8,deb
iojs,automake,1:1.14.1-4+deb8u1,deb
iojs,autotools-dev,20140911.1,deb
iojs,aws-sign2,0.5.0,npm
iojs,balanced-match,0.2.0,npm
iojs,balanced-match,0.2.0,npm
iojs,base-files,8+deb8u7,deb
iojs,base-passwd,3.5.37,deb
iojs,bash,4.3-11+deb8u1,deb
iojs,binutils,2.25-5,deb
iojs,bl,1.0.0,npm
iojs,block-stream,0.0.8,npm
iojs,bluebird,2.9.34,npm
iojs,boom,2.8.0,npm
iojs,brace-expansion,1.1.0,npm
iojs,brace-expansion,1.1.0,npm
iojs,bsdutils,1:2.25.2-6,deb
iojs,builtins,0.0.7,npm
iojs,bzip2,1.0.6-7+b3,deb
iojs,bzr,2.6.0+bzr6595-6,deb
iojs,bzr,2.7.0dev1,python
iojs,ca-certificates,20141019+deb8u2,deb
iojs,caseless,0.11.0,npm
iojs,chalk,1.1.0,npm
iojs,char-spinner,1.0.1,npm
iojs,chmodr,0.1.1,npm
iojs,chownr,0.0.2,npm
iojs,clone,0.1.19,npm
iojs,cmd-shim,2.0.1,npm
iojs,columnify,1.5.1,npm
iojs,combined-stream,1.0.5,npm
iojs,comerr-dev,2.1-1.42.12-2+b1,deb
iojs,commander,2.8.1,npm
iojs,concat-map,0.0.1,npm
iojs,concat-map,0.0.1,npm
iojs,concat-stream,1.5.0,npm
iojs,config-chain,1.1.9,npm
iojs,configobj,5.0.6,python
iojs,core-util-is,1.0.1,npm
iojs,core-util-is,1.0.1,npm
iojs,core-util-is,1.0.1,npm
iojs,coreutils,8.23-4,deb
iojs,cpp,4:4.9.2-2,deb
iojs,cpp-4.9,4.9.2-10,deb
iojs,cryptiles,2.0.4,npm
iojs,ctype,0.5.3,npm
iojs,curl,7.38.0-4+deb8u5,deb
iojs,dash,0.5.7-4+b1,deb
iojs,debconf,1.5.56,deb
iojs,debconf-i18n,1.5.56,deb
iojs,debian-archive-keyring,2014.3,deb
iojs,debianutils,4.4+b1,deb
iojs,debug,2.2.0,npm
iojs,debuglog,1.0.1,npm
iojs,defaults,1.0.2,npm
iojs,delayed-stream,1.0.0,npm
iojs,delegates,0.1.0,npm
iojs,dezalgo,1.0.3,npm
iojs,diffutils,1:3.3-1+b1,deb
iojs,dmsetup,2:1.02.90-2.2+deb8u1,deb
iojs,dpkg,1.17.27,deb
iojs,e2fslibs,1.42.12-2+b1,deb
iojs,e2fsprogs,1.42.12-2+b1,deb
iojs,editor,1.0.0,npm
iojs,escape-string-regexp,1.0.3,npm
iojs,extend,3.0.0,npm
iojs,file,1:5.22+15-2+deb8u3,deb
iojs,findutils,4.4.2-9+b1,deb
iojs,fontconfig,2.11.0-6.3+deb8u1,deb
iojs,fontconfig-config,2.11.0-6.3+deb8u1,deb
iojs,fonts-dejavu-core,2.34-1,deb
iojs,forever-agent,0.6.1,npm
iojs,form-data,1.0.0-rc2,npm
iojs,fs-vacuum,1.2.6,npm
iojs,fs-write-stream-atomic,1.0.3,npm
iojs,fstream,1.0.7,npm
iojs,fstream-ignore,1.0.2,npm
iojs,fstream-npm,1.0.4,npm
iojs,g++,4:4.9.2-2,deb
iojs,g++-4.9,4.9.2-10,deb
iojs,gauge,1.2.0,npm
iojs,gcc,4:4.9.2-2,deb
iojs,gcc-4.8-base,4.8.4-1,deb
iojs,gcc-4.9,4.9.2-10,deb
iojs,gcc-4.9-base,4.9.2-10,deb
iojs,generate-function,2.0.0,npm
iojs,generate-object-property,1.2.0,npm
iojs,geoip-bin,1.6.2-4,deb
iojs,gir1.2-freedesktop,1.42.0-2.2,deb
iojs,gir1.2-gdkpixbuf-2.0,2.31.1-2+deb8u5,deb
iojs,gir1.2-glib-2.0,1.42.0-2.2,deb
iojs,gir1.2-rsvg-2.0,2.40.5-1+deb8u2,deb
iojs,git,1:2.1.4-2.1+deb8u2,deb
iojs,git-man,1:2.1.4-2.1+deb8u2,deb
iojs,github-url-from-git,1.4.0,npm
iojs,github-url-from-username-repo,1.0.2,npm
iojs,glob,4.5.3,npm
iojs,glob,5.0.14,npm
iojs,gnupg,1.4.18-7+deb8u3,deb
iojs,gpgv,1.4.18-7+deb8u3,deb
iojs,graceful-fs,3.0.8,npm
iojs,graceful-fs,3.0.8,npm
iojs,graceful-fs,3.0.8,npm
iojs,graceful-fs,3.0.8,npm
iojs,graceful-fs,3.0.8,npm
iojs,graceful-fs,3.0.8,npm
iojs,graceful-fs,3.0.8,npm
iojs,graceful-fs,3.0.8,npm
iojs,graceful-fs,3.0.8,npm
iojs,graceful-fs,3.0.8,npm
iojs,graceful-fs,4.1.2,npm
iojs,graceful-readlink,1.0.1,npm
iojs,grep,2.20-4.1,deb
iojs,gzip,1.6-4,deb
iojs,har-validator,1.8.0,npm
iojs,has-ansi,2.0.0,npm
iojs,has-unicode,1.0.0,npm
iojs,hawk,3.1.0,npm
iojs,hicolor-icon-theme,0.13-1,deb
iojs,hoek,2.14.0,npm
iojs,hosted-git-info,2.1.4,npm
iojs,hostname,3.15,deb
iojs,http-signature,0.11.0,npm
iojs,imagemagick,8:6.8.9.9-5+deb8u8,deb
iojs,imagemagick-6.q16,8:6.8.9.9-5+deb8u8,deb
iojs,imagemagick-common,8:6.8.9.9-5+deb8u8,deb
iojs,inetutils-ping,2:1.9.2.39.3a460-3,deb
iojs,inflight,1.0.4,npm
iojs,inherits,2.0.1,npm
iojs,ini,1.3.4,npm
iojs,init,1.22,deb
iojs,init-package-json,1.7.1,npm
iojs,initscripts,2.88dsf-59,deb
iojs,insserv,1.14.0-5,deb
iojs,iproute2,3.16.0-2,deb
iojs,is-absolute,0.1.7,npm
iojs,is-my-json-valid,2.12.0,npm
iojs,is-property,1.0.2,npm
iojs,is-relative,0.1.3,npm
iojs,isarray,0.0.1,npm
iojs,isarray,0.0.1,npm
iojs,isarray,0.0.1,npm
iojs,isstream,0.1.2,npm
iojs,jju,1.2.0,npm
iojs,json-parse-helpfulerror,1.0.3,npm
iojs,json-stringify-safe,5.0.1,npm
iojs,jsonpointer,1.1.0,npm
iojs,krb5-multidev,1.12.1+dfsg-19+deb8u2,deb
iojs,libacl1,2.2.52-2,deb
iojs,libapr1,1.5.1-3,deb
iojs,libaprutil1,1.5.4-1,deb
iojs,libapt-pkg4.12,1.0.9.8.4,deb
iojs,libasan1,4.9.2-10,deb
iojs,libatomic1,4.9.2-10,deb
iojs,libattr1,1:2.4.47-2,deb
iojs,libaudit-common,1:2.4-1,deb
iojs,libaudit1,1:2.4-1+b1,deb
iojs,libblkid1,2.25.2-6,deb
iojs,libbsd0,0.7.0-2,deb
iojs,libbz2-1.0,1.0.6-7+b3,deb
iojs,libbz2-dev,1.0.6-7+b3,deb
iojs,libc-bin,2.19-18+deb8u7,deb
iojs,libc-dev-bin,2.19-18+deb8u7,deb
iojs,libc6,2.19-18+deb8u7,deb
iojs,libc6-dev,2.19-18+deb8u7,deb
iojs,libcairo-gobject2,1.14.0-2.1+deb8u2,deb
iojs,libcairo-script-interpreter2,1.14.0-2.1+deb8u2,deb
iojs,libcairo2,1.14.0-2.1+deb8u2,deb
iojs,libcairo2-dev,1.14.0-2.1+deb8u2,deb
iojs,libcap2,1:2.24-8,deb
iojs,libcap2-bin,1:2.24-8,deb
iojs,libcdt5,2.38.0-7,deb
iojs,libcgraph6,2.38.0-7,deb
iojs,libcilkrts5,4.9.2-10,deb
iojs,libcloog-isl4,0.18.2-1+b2,deb
iojs,libcomerr2,1.42.12-2+b1,deb
iojs,libcroco3,0.6.8-3+b1,deb
iojs,libcryptsetup4,2:1.6.6-5,deb
iojs,libcurl3,7.38.0-4+deb8u5,deb
iojs,libcurl3-gnutls,7.38.0-4+deb8u5,deb
iojs,libcurl4-openssl-dev,7.38.0-4+deb8u5,deb
iojs,libdatrie1,0.2.8-1,deb
iojs,libdb-dev,5.3.0+b1,deb
iojs,libdb5.3,5.3.28-9,deb
iojs,libdb5.3-dev,5.3.28-9,deb
iojs,libdebconfclient0,0.192,deb
iojs,libdevmapper1.02.1,2:1.02.90-2.2+deb8u1,deb
iojs,libdjvulibre-dev,3.5.25.4-4+b1,deb
iojs,libdjvulibre-text,3.5.25.4-4,deb
iojs,libdjvulibre21,3.5.25.4-4+b1,deb
iojs,libedit2,3.1-20140620-2,deb
iojs,libelfg0,0.8.13-5,deb
iojs,liberror-perl,0.17-1.1,deb
iojs,libevent-2.0-5,2.0.21-stable-2+deb8u1,deb
iojs,libevent-core-2.0-5,2.0.21-stable-2+deb8u1,deb
iojs,libevent-dev,2.0.21-stable-2+deb8u1,deb
iojs,libevent-extra-2.0-5,2.0.21-stable-2+deb8u1,deb
iojs,libevent-openssl-2.0-5,2.0.21-stable-2+deb8u1,deb
iojs,libevent-pthreads-2.0-5,2.0.21-stable-2+deb8u1,deb
iojs,libexif-dev,0.6.21-2,deb
iojs,libexif12,0.6.21-2,deb
iojs,libexpat1,2.1.0-6+deb8u3,deb
iojs,libexpat1-dev,2.1.0-6+deb8u3,deb
iojs,libffi-dev,3.1-2+b2,deb
iojs,libffi6,3.1-2+b2,deb
iojs,libfftw3-double3,3.3.4-2,deb
iojs,libfontconfig1,2.11.0-6.3+deb8u1,deb
iojs,libfontconfig1-dev,2.11.0-6.3+deb8u1,deb
iojs,libfreetype6,2.5.2-3+deb8u1,deb
iojs,libfreetype6-dev,2.5.2-3+deb8u1,deb
iojs,libgcc-4.9-dev,4.9.2-10,deb
iojs,libgcc1,1:4.9.2-10,deb
iojs,libgcrypt20,1.6.3-2+deb8u2,deb
iojs,libgd3,2.1.0-5+deb8u9,deb
iojs,libgdbm-dev,1.8.3-13.1,deb
iojs,libgdbm3,1.8.3-13.1,deb
iojs,libgdk-pixbuf2.0-0,2.31.1-2+deb8u5,deb
iojs,libgdk-pixbuf2.0-common,2.31.1-2+deb8u5,deb
iojs,libgdk-pixbuf2.0-dev,2.31.1-2+deb8u5,deb
iojs,libgeoip-dev,1.6.2-4,deb
iojs,libgeoip1,1.6.2-4,deb
iojs,libgirepository-1.0-1,1.42.0-2.2,deb
iojs,libglib2.0-0,2.42.1-1+b1,deb
iojs,libglib2.0-bin,2.42.1-1+b1,deb
iojs,libglib2.0-data,2.42.1-1,deb
iojs,libglib2.0-dev,2.42.1-1+b1,deb
iojs,libgmp10,2:6.0.0+dfsg-6,deb
iojs,libgnutls-deb0-28,3.3.8-6+deb8u4,deb
iojs,libgomp1,4.9.2-10,deb
iojs,libgpg-error0,1.17-3,deb
iojs,libgraphite2-3,1.3.6-1~deb8u1,deb
iojs,libgraphviz-dev,2.38.0-7,deb
iojs,libgssapi-krb5-2,1.12.1+dfsg-19+deb8u2,deb
iojs,libgssrpc4,1.12.1+dfsg-19+deb8u2,deb
iojs,libgvc6,2.38.0-7,deb
iojs,libgvpr2,2.38.0-7,deb
iojs,libharfbuzz0b,0.9.35-2,deb
iojs,libhogweed2,2.7.1-5+deb8u2,deb
iojs,libice-dev,2:1.0.9-1+b1,deb
iojs,libice6,2:1.0.9-1+b1,deb
iojs,libicu52,52.1-8+deb8u4,deb
iojs,libidn11,1.29-1+deb8u2,deb
iojs,libilmbase-dev,1.0.1-6.1,deb
iojs,libilmbase6,1.0.1-6.1,deb
iojs,libisl10,0.12.2-2,deb
iojs,libitm1,4.9.2-10,deb
iojs,libjasper-dev,1.900.1-debian1-2.4+deb8u2,deb
iojs,libjasper1,1.900.1-debian1-2.4+deb8u2,deb
iojs,libjbig-dev,2.1-3.1,deb
iojs,libjbig0,2.1-3.1,deb
iojs,libjpeg-dev,1:1.3.1-12,deb
iojs,libjpeg62-turbo,1:1.3.1-12,deb
iojs,libjpeg62-turbo-dev,1:1.3.1-12,deb
iojs,libjs-excanvas,0.r3-3,deb
iojs,libjs-jquery,1.7.2+dfsg-3.2,deb
